,StockCode,Brand,Unit Price,Category
2138,21059,Auburn Leathercrafters,43.99,Pets
2139,46776B,Box Packaging,164.38,Office
2140,90200E,Da-Lite,2730.4,Office
2141,72807A,Dee Brown; Dwight Jon Zimmerman,11.42,Books
2142,21587,UNOTUX,56.99,Clothing
2143,85014A,Envelopes.com,266.36,Office
2144,22248,Eye Buy Express,23.99,Health
2145,23408,Mightyskins,14.99,Electronics
2146,85169A,Ron's Optical,11.99,Health
2147,22162,Mightyskins,23.99,Electronics
2148,21723,Eye Buy Express,23.99,Health
2149,23436,Urbane,21.49,Clothing
2150,20661,MusicBoxAttic,83.99,Office
2151,72122,Mightyskins,9.99,Home
2152,21084,A4 Drop Ship,8.62,Clothing
2153,21647,Casual Nights,23.99,Clothing
2154,22438,Edwards,30.85,Clothing
2155,90011B,Envelopes.com,439.94,Office
2156,23445,Eye Buy Express,42.99,Health
2157,79190A,Edwards,29.62,Clothing
2158,23418,Duda Energy,30.1,Home
2159,21686,Ambiant,99.95,Home
2160,20851,Eye Buy Express,38.99,Health
2161,21040,FurHaven Pet,22.99,Pets
2162,23224,Business Essentials,70.96,Office
2163,20931,Rumiano,9.59,Food
2164,90094,Wrangler,44.99,Clothing
2165,22100,Mightyskins,15.99,Electronics
2166,85028L,Port & Company,15.16,Clothing
2167,23116,UNOTUX,46.99,Clothing
2168,22201,Tucker Murphy Pet,31.99,Pets
2169,22538,MusicBoxAttic,240.99,Jewelry
2170,84925F,MusicBoxAttic,240.99,Jewelry
2171,21354,Eye Buy Express,23.99,Health
2172,23160,Mightyskins,19.99,Electronics
2173,22108,Victoria Klein,15.99,Health
2174,84279P,Prop?t,76.95,Clothing
2176,23232,Maevn,55.99,Clothing
2177,84086C,ELENXS,18.5,Baby
2178,20936,DazzlingRock,1246.4,Jewelry
2179,22102,Ekena Milwork,114.54,Home
2180,84499,ECR4Kids,324.99,Office
2181,23433,Eye Buy Express,20.99,Health
2182,62086A,Style & Apply,19.95,Home
2183,23303,CHOSEN SUPPLIES,40.85,Household
2184,90011D,Mightyskins,17.99,Electronics
2185,23457,Awkward Styles,18.95,Clothing
2186,16235,Eye Buy Express,43.99,Health
2187,22136,Mightyskins,14.99,Electronics
2188,21403,Eye Buy Express,33.99,Health
2189,85231G,Accessory Avenue,21.99,Cell
2190,23327,Unik Occasions,22.64,Food
2191,22741,NewGroove,38.97,Health
2192,20954,Style and Apply,59.99,Home
2193,16219,Maevn,49.99,Clothing
2194,84826,Mightyskins,23.99,Electronics
2195,22862,Unique Bargains,31.99,Pets
2196,23389,Ply Gem,86.63,Home
2197,23519,Fruit of the Loom,8.1,Clothing
2198,18094C,Eye Buy Express,22.99,Health
2200,21820,MusicBoxAttic,215.99,Home
2201,23273,DJI,19.99,Electronics
2202,90201D,BSD,29.99,Auto
2203,37501,Lucys,35.68,Food
2204,22797,MusicBoxAttic,250.99,Home
2205,21872,Kensie,83.0,Health
2206,21204,Victoria Klein,13.55,Health
2207,23476,SHANY,10.27,Beauty
2208,85212,Mightyskins,14.99,Electronics
2209,22092,Envelopes.com,55.95,Party
2210,22221,Sport-Tek,14.33,Clothing
2211,23381,Unconditional Love,18.16,Pets
2212,85031A,Child Craft,61.99,Baby
2213,35914,Augusta Sportswear,14.84,Clothing
2214,22898,Mightyskins,19.99,Electronics
2216,21420,Style and Apply,49.95,Home
2217,23269,Business Essentials,39.71,Office
2218,21926,Mightyskins,8.99,Electronics
2219,22339,Port Authority,11.18,Clothing
2220,85036A,Duda Energy,25.35,Home
2221,23509,Shirtinvaders,41.32,Clothing
2222,22366,Style and Apply,49.99,Home
2223,23470,Eddie Bauer,30.0,Clothing
2224,22660,Mightyskins,12.99,Electronics
2225,84510E,allwitty,17.99,Clothing
2226,84750B,Eye Buy Express,16.99,Health
2227,17012C,Nostalgic Warehouse,165.0,Home
2228,22873,Superior,26.92,Home
2229,20857,unknown,16.95,Electronics
2230,21849,Eye Buy Express,29.99,Health
2232,84997A,Mightyskins,23.99,Electronics
2233,37491D,Viktor & Rolf,144.16,Beauty
2234,22932,Ash City - North End,35.34,Clothing
2235,84877D,Ekena Millwork,80.66,Home
2236,21813,Mightyskins,29.99,Electronics
2237,84598,Luiz Paulo Moita-Lopes,135.0,Books
2238,22638,MusicBoxAttic,38.99,Office
2239,22346,Business Essentials,60.44,Office
2240,90099,Eye Buy Express,41.99,Health
2241,90123A,Business Essentials,41.11,Office
2242,84813,MusicBoxAttic,63.99,Office
2243,22912,Eye Buy Express,40.99,Health
2244,21781,DeSantis,44.56,Sports
2245,22608,Style and Apply,19.95,Home
2246,90160A,UNOTUX,46.99,Clothing
2247,22812,Mightyskins,6.99,Cell
2248,22480,Envelopes.com,75.72,Party
2249,37489D,Business Essentials,50.78,Office
2250,90181B,Eye Buy Express,36.99,Health
2251,22269,Eye Buy Express,23.99,Health
2252,85169B,MusicBoxAttic,240.99,Jewelry
2253,23237,Eye Buy Express,38.99,Health
2254,21306,Brand,32.98,Clothing
2256,22194,Mightyskins,9.99,Electronics
2258,23478,Mightyskins,23.99,Electronics
2259,90179B,New Way,25.29,Household
2260,21043,Style and Apply,109.99,Home
2261,85039C,Port Authority,12.78,Clothing
2262,23339,Eye Buy Express,28.99,Health
2263,22615,Eye Buy Express,32.99,Health
2264,84031B,Zoan,164.44,Auto
2265,35967,CatastrophiCreations,509.99,Patio
2266,22931,UNOTUX,46.99,Clothing
2267,20794,DJI,6.99,Electronics
2268,23074,Aerosoles,37.99,Clothing
2269,23228,KBETHOS,9.99,Sports
2270,21249,Eye Buy Express,19.99,Health
2271,85124B,Sport-Tek,9.54,Clothing
2272,21207,MusicBoxAttic,240.99,Jewelry
2273,82613C,UNOTUX,46.99,Clothing
2274,21055,DJI,6.99,Electronics
2275,84673A,Fun Express,17.85,Party
2276,23129,Eye Buy Express,30.99,Health
2277,23267,Hawaii Pharm LLC,29.95,Health
2278,84931B,Harriton,21.1,Clothing
2279,23037,Aerosoles,37.99,Clothing
2280,17084P,UNOTUX,41.99,Clothing
2281,84663A,Mightyskins,11.99,Electronics
2282,21395,MusicBoxAttic,215.99,Home
2283,15030,Mightyskins,6.99,Cell
2284,21925,Mightyskins,23.99,Electronics
2285,22540,Eye Buy Express,37.99,Health
2286,35924,Medi,62.38,Health
2287,23451,Trademark Art,44.34,Food
2288,21082,Mightyskins,19.99,Electronics
2289,22826,212 Vip,10.64,Beauty
2290,20622,Skylinewears,35.99,Clothing
2291,84817,Eye Buy Express,25.99,Health
2292,85186A,UNOTUX,41.99,Clothing
2293,21311,Nearly Natural,50.87,Home
2294,72800C,Dr. Comfort,139.0,Clothing
2295,21456,Mightyskins,41.25,Electronics
2296,40016,Mightyskins,14.99,Electronics
2297,22396,MusicBoxAttic,215.99,Home
2298,21027,Mightyskins,6.99,Electronics
2299,35809A,Eye Buy Express,38.99,Health
2300,35911B,WARNER STUDIOS,16.67,Movies
2301,21618,Mediven,36.78,Health
2302,23075,Duda Energy,14.45,Home
2303,37489A,CHOSEN SUPPLIES,32.5,Household
2304,23490,James Martin Furniture,1029.25,Home
2305,23326,Mightyskins,9.99,Electronics
2306,84508A,Mightyskins,19.99,Electronics
2307,21359,Drive Medical,322.14,Health
2308,21198,Electriduct,11.99,Auto
2309,84595E,Eye Buy Express,40.99,Health
2310,23087,Mightyskins,8.99,Cell
2311,90214T,Business Essentials,28.19,Office
2312,21462,Medi,36.78,Health
2313,21401,Style & Apply,19.95,Home
2314,23565,Teeblox,36.99,Clothing
2315,23272,Ames Walker,46.99,Clothing
2316,85035B,Ekena Millwork,232.5,Home
2317,22345,365 Printing inc,15.99,Clothing
2318,CRUK,Holbein,17.37,Arts
2319,84750A,Ply Gem,96.63,Home
2320,22021,SIGVARIS,131.95,Health
2321,22799,Awkward Styles,23.95,Clothing
2322,48189,New Way,21.99,Clothing
2323,47369B,Port & Company,15.16,Clothing
2324,22344,UNOTUX,36.99,Clothing
2325,21879,Mightyskins,9.99,Electronics
2326,90018A,Rubie's Costumes,5.66,Beauty
2327,35933,Urbane,21.29,Clothing
2328,22820,MusicBoxAttic,268.99,Jewelry
2329,84685,Mightyskins,8.99,Video
2330,79302M,Pompeii3,767.67,Jewelry
2331,23280,Eye Buy Express,20.99,Health
2332,71038,Prop?t,76.95,Clothing
2333,22977,MoYo Natural Labs,7.99,Clothing
2334,22220,Eye Buy Express,27.99,Health
2335,90201C,Ribbon Bazaar,15.43,Party
2336,21292,Fruit of the Loom,6.02,Clothing
2337,22519,Custom Apparel R Us,17.95,Clothing
2338,21056,Ply Gem,92.63,Home
2339,85124C,UNOTUX,56.99,Clothing
2340,22353,IN MY PARENTS BASEMENT,25.98,Clothing
2341,22890,MUNDAZE,11.72,Cell
2342,21132,Eye Buy Express,24.99,Health
2343,22051,Style and Apply,59.95,Home
2344,84857C,2Bhip,12.99,Clothing
2345,84563A,Eye Buy Express,30.99,Health
2346,21986,Mightyskins,23.99,Electronics
2347,15044A,Physicians Formula,5.21,Beauty
2348,90191,Style and Apply,49.95,Home
2349,72800B,Mightyskins,22.99,Electronics
2350,23164,Port & Company,17.85,Clothing
2351,22913,Business Essentials,30.48,Office
2352,22777,Hawaii Pharm,99.95,Health
2353,85231B,Casual Nights,23.99,Clothing
2354,17012B,Medi,87.98,Health
2355,23533,Eye Buy Express,40.99,Health
2356,23367,Mightyskins,9.99,Electronics
2357,20684,Ruby Rock It,20.76,Arts
2358,84660B,Darby Home Co,546.0,Office
2359,21287,Port Authority,22.38,Clothing
2360,85019A,Mightyskins,19.99,Electronics
2361,23121,Style & Apply,69.95,Home
2362,84974,Mightyskins,9.99,Electronics
2364,23270,Blue Chip Unlimited,99.98,Jewelry
2365,22252,DJI,6.99,Electronics
2367,22884,Style and Apply,49.95,Home
2368,22596,WorldJewels,578.73,Jewelry
2369,21804,Maevn,51.99,Clothing
2370,23304,Style & Apply,99.95,Home
2371,72800F,Eye Buy Express,29.99,Health
2372,37449,UNOTUX,36.99,Clothing
2373,16162M,Port & Company,17.7,Clothing
2374,23033,Eye Buy Express,27.99,Health
2375,23421,624-136 BK16,15.66,Pets
2376,22911,Medi,119.98,Health
2377,35598B,Mightyskins,7.99,Electronics
2378,22406,Northlight,12.12,Party
2379,72802B,Classique,56.0,Clothing
2380,23422,Ekena Milwork,94.06,Home
2381,23223,MusicBoxAttic,215.99,Home
2382,21461,Duda Energy,5.5,Home
2383,90175B,Prop?t,76.95,Clothing
2384,72232,Eye Buy Express,38.99,Health
2385,20659,Style & Apply,89.95,Home
2386,21200,Mizuno,55.0,Sports
2387,35646,Medi,119.98,Health
2389,84707A,Hawaii Pharm LLC,179.95,Health
2390,22040,SkilledPower,15.28,Electronics
2391,22338,Eye Buy Express,27.99,Health
2392,90087,Eye Buy Express,18.99,Health
2394,22048,allwitty,15.99,Clothing
2395,84898F,Fintie,7.99,Electronics
2396,21472,Mightyskins,8.99,Video
2397,72128,Eye Buy Express,18.99,Health
2398,22053,Eye Buy Express,35.99,Health
2399,85129D,Mightyskins,9.99,Electronics
2400,21458,Helen R Prillaman,55.0,Books
2401,22786,Ekena Millwork,252.0,Home
2402,23090,Mightyskins,6.99,Electronics
2403,23194,Port & Company,17.7,Clothing
2404,23251,Eye Buy Express,24.99,Health
2405,47570B,Mightyskins,29.99,Electronics
2406,22544,Eye Buy Express,19.99,Health
2407,23088,Victoria Klein,7.65,Health
2408,85170D,CHOSEN SUPPLIES,40.85,Household
2409,85111,Mediven,36.78,Health
2410,23523,Ted Jonathan,13.53,Books
2411,21061,Mightyskins,7.99,Electronics
2412,21904,Mightyskins,6.99,Cell
2413,85107,Eye Buy Express,28.99,Health
2414,23529,Custom Apparel R Us,17.95,Clothing
2415,23643,DJI,24.99,Electronics
2416,21336,QUALATEX,12.08,Party
2417,22190,Country Brook Design,8.95,Pets
2418,21192,Shirtinvaders,48.0,Clothing
2419,20777,Eye Buy Express,23.99,Health
2420,84625A,New Way,21.99,Clothing
2421,21678,Eye Buy Express,42.99,Health
2422,21725,Medi,48.78,Health
2423,22975,Mightyskins,59.99,Sports
2424,22066,Casual Nights,19.99,Clothing
2425,21171,MoYo Natural Labs,11.99,Clothing
2426,22123,Ekena Millwork,81.24,Home
2427,22575,The Holiday Aisle,23.04,Party
2428,23070,Style and Apply,29.95,Home
2429,DCGS0057,Master Industries,23.73,Health
2430,71279,Mightyskins,8.99,Electronics
2431,79191B,MusicBoxAttic,240.99,Jewelry
2432,21841,Matrix,36.87,Beauty
2434,23536,Country Brook Design,8.95,Pets
2435,23401,Calendars,6.04,Office
2436,22743,Ekena Millwork,101.64,Home
2437,44242B,Style & Apply,19.95,Home
2438,21739,CHOSEN SUPPLIES,686.57,Household
2440,23413,Eye Buy Express,28.99,Health
2441,23464,Unique Bargains,26.99,Pets
2442,22882,Mightyskins,19.99,Electronics
2443,21946,Abba,39.7,Beauty
2444,22831,Omega,21.99,Home
2445,23547,Seat Belt Extender Pros,15.89,Auto
2446,20980,Mightyskins,9.99,Electronics
2448,22068,Inktastic,12.99,Clothing
2449,22412,Omega,21.99,Home
2450,21421,Mightyskins,9.99,Electronics
2451,85023B,wet n wild,4.94,Beauty
2452,37482P,FindingKing,6.32,Office
2453,85169D,Medi,73.58,Health
2454,84927F,Eye Buy Express,17.99,Health
2455,22405,Mightyskins,23.99,Electronics
2456,22802,Ambiant,459.95,Home
2457,22981,Inktastic,12.99,Clothing
2458,17084R,HigherHealth,95.96,Health
2460,20768,SA106,12.95,Health
2461,21709,Offray,8.97,Party
2463,22735,Style and Apply,39.95,Home
2464,84876B,Style and Apply,19.95,Home
2465,90175A,Business Essentials,33.84,Office
2466,47469,Mightyskins,19.99,Electronics
2467,21202,Skylinewears,35.99,Clothing
2469,23141,KATARINA,345.0,Jewelry
2470,20903,Eye Buy Express,37.99,Health
2471,gift_0001_30,Eye Buy Express,19.99,Health
2472,85163A,Urbane,21.49,Clothing
2473,21711,Mightyskins,14.99,Electronics
2474,85130D,Envelopes.com,134.39,Office
2475,23486,CoverGirl,7.94,Beauty
2476,90161C,Style and Apply,19.95,Home
2477,23369,Mightyskins,12.99,Electronics
2478,23576,Eye Buy Express,34.99,Health
2479,84968F,Port & Company,15.16,Clothing
2480,20696,MoYo Natural Labs,13.99,Clothing
2482,23040,Ekena Millwork,173.75,Home
2483,37475,Custom Apparel R Us,17.95,Clothing
2484,84951B,Mightyskins,9.99,Electronics
2485,23104,MusicBoxAttic,38.99,Office
2486,72807B,Mightyskins,8.99,Cell
2487,23051,Mightyskins,10.99,Electronics
2488,23564,Mightyskins,29.99,Electronics
2489,23268,Style & Apply,19.95,Home
2490,22175,Style and Apply,59.99,Home
2491,23635,Edwards,30.85,Clothing
2492,21942,Eye Buy Express,23.99,Health
2493,23498,Eye Buy Express,25.99,Health
2495,72802C,Wrangler,44.99,Clothing
2497,23015,Edwards,37.36,Clothing
2498,23060,Business Essentials,43.4,Office
2499,21100,Microsoft,79.0,Shop
2500,90194,Eye Buy Express,32.99,Health
2501,84924A,greencycle,20.85,Office
2502,22416,Mightyskins,79.99,Sports
2503,21758,Mightyskins,14.99,Electronics
2504,85146,SA106,12.95,Health
2505,47585A,Mightyskins,9.99,Video
2506,84927A,LAU PARTS,61.29,Home
2507,90151,Urbane,21.49,Clothing
2508,22700,Business Essentials,52.68,Office
2509,21973,Port & Company,17.12,Clothing
2510,16052,The Boring Brand,85.99,Party
2511,21613,Sealed with a Kiss Designs Plus Size,69.9,Clothing
2512,22709,Funko,6.75,Toys
2513,18097C,Medi,87.98,Health
2514,21911,Ply Gem,80.63,Home
2515,84923,Stupell Industries,35.99,Home
2516,21394,Unique Bargains,13.99,Home
2517,84616,Mediven,47.98,Health
2518,23185,Mightyskins,19.99,Video
2519,90003E,MoYo Natural Labs,39.99,Clothing
2520,21379,Holloway,8.0,Clothing
2521,21903,MusicBoxAttic,240.99,Jewelry
2522,72801C,Eddie Bauer,14.99,Clothing
2524,84760S,Mightyskins,32.99,Sports
2525,79063C,Style & Apply,39.95,Home
2526,23071,Envelopes.com,123.94,Party
2527,90196A,Eye Buy Express,27.99,Health
2528,23150,Lantern Press,59.99,Home
2529,85202,MusicBoxAttic,240.99,Jewelry
2530,22543,UNOTUX,41.99,Clothing
2531,85049B,Holbein,17.37,Arts
2532,23064,Mightyskins,9.99,Video
2533,20686,Eye Buy Express,42.99,Health
2534,15058A,Eddie Bauer,16.99,Clothing
2535,90214D,MusicBoxAttic,38.99,Office
2536,46776D,Mightyskins,11.99,Electronics
2537,85170C,Eye Buy Express,36.99,Health
2538,20699,Leg Avenue,35.99,Toys
2539,84976,Port & Company,18.72,Clothing
2540,23540,Mightyskins,23.99,Electronics
2541,85024B,Holloway,6.82,Clothing
2542,46775D,McDonalds,50.95,Food
2543,15058C,Ekena Milwork,55.44,Home
2544,23106,SA106,12.95,Health
2545,23152,Ekena Milwork,159.43,Home
2546,22761,Duda Energy,14.4,Home
2547,90202A,Mightyskins,79.99,Sports
2548,20671,Eddie Bauer,35.0,Clothing
2549,22246,Eye Buy Express,25.99,Health
2550,18098C,Eye Buy Express,23.99,Health
2551,85185D,Eye Buy Express,41.99,Health
2552,22903,CHOSEN SUPPLIES,35.76,Household
2555,46000U,CHOSEN SUPPLIES,387.71,Household
2556,22166,Eye Buy Express,36.99,Health
2557,82616C,Child Craft,62.99,Baby
2558,35819B,MusicBoxAttic,215.99,Home
2559,21724,Mightyskins,19.99,Electronics
2560,20617,HMK,229.95,Auto
2561,23482,Ekena Milwork,168.43,Home
2562,21366,AJJ Cornhole,39.99,Sports
2565,22410,Ekena Millwork,218.75,Home
2566,21285,Howe,2.98,Food
2567,21250,Fabulous goods,5.99,Beauty
2568,85094,Tee's Plus,16.95,Clothing
2569,85225,Eye Buy Express,40.99,Health
2570,35637C,Eye Buy Express,19.99,Health
2571,22832,Cross,33.95,Office
2572,82613A,Port & Company,18.21,Clothing
2573,22350,DJI,9.99,Electronics
2574,21476,Mightyskins,6.99,Electronics
2575,23073,CoverGirl,7.94,Beauty
2576,20785,UNOTUX,36.99,Clothing
2579,79160,OPI,8.99,Premium
2580,22513,Style and Apply,69.95,Home
2581,75178,Hunkydory Crafts,3.35,Arts
2582,20618,Ekena Milwork,165.44,Home
2583,20731,Urbane,21.49,Clothing
2584,35400,Ekena Milwork,120.13,Home
2585,21683,CHOSEN SUPPLIES,32.49,Household
2586,21467,Brand,20.2,Health
2587,20941,Electriduct,120.7,Auto
2588,21694,Style & Apply,69.95,Home
2589,84678,Mightyskins,19.99,Electronics
2590,79329,EagleCell,8.99,Electronics
2591,21468,Eye Buy Express,30.99,Health
2592,22702,Eye Buy Express,19.21,Health
2593,21851,UNOTUX,56.99,Clothing
2594,22647,Mightyskins,8.99,Video
2595,85019B,Ekena Milwork,156.88,Home
2596,72800D,CafePress,24.99,Clothing
2597,23419,UNOTUX,51.99,Clothing
2598,23516,Eye Buy Express,40.99,Health
2599,90214R,Createx,17.55,Beauty
2600,23461,Shirtinvaders,45.33,Clothing
2601,84559b,Prop?t,76.95,Clothing
2603,22313,Gillette,15509.28,Shop
2604,21310,Darby Home Co,550.0,Office
2605,23044,Mightyskins,23.99,Electronics
2606,21680,Unik Occasions,24.98,Food
2608,22363,Eye Buy Express,26.99,Health
2609,21829,MusicBoxAttic,260.99,Home
2610,21260,Texes Exam Secrets Test Prep,43.99,Books
2611,90030B,Mightyskins,19.99,Video
2612,22536,Mightyskins,19.99,Electronics
2613,78124,Ron's Optical,11.99,Health
2614,84352,Eye Buy Express,34.99,Health
2615,84509c,DreamLine,656.7,Home
2616,90062,HMK,209.99,Auto
2617,21320,Ply Gem,98.63,Home
2618,90152B,Business Essentials,26.45,Office
2619,71406C,AARCO,315.2,Office
2620,23398,Shirtinvaders,41.32,Clothing
2621,22307,LOS RECORDS,12.57,Music
2622,23496,MusicBoxAttic,240.99,Jewelry
2623,15060B,Eye Buy Express,27.99,Health
2624,22534,Envelopes.com,75.72,Party
2625,22719,mwgears,73.41,Office
2626,22451,Mightyskins,23.99,Electronics
2627,90063B,Country Brook Design,10.95,Pets
2628,22641,Mightyskins,9.99,Electronics
2629,21716,Mightyskins,29.99,Electronics
2630,90124A,Mightyskins,6.99,Electronics
2631,85179A,INKtastic,10.99,Baby
2632,84228,Galaxy by Harvic,11.97,Clothing
2633,22687,Marshalls Creek Spices,7.99,Food
2634,23114,Elegant Comfort,15.99,Home
2635,21814,Medi,62.38,Health
2636,72802A,CHOSEN SUPPLIES,32.51,Household
2637,23057,Yosoo,7.76,Beauty
2638,85211,Buckle-Down,34.99,Pets
2639,40001,Mightyskins,14.99,Electronics
2640,84751B,Ames Walker,32.59,Health
2642,20757,MusicBoxAttic,240.99,Jewelry
2643,22073,allwitty,15.99,Clothing
2644,23543,Eddie Bauer,35.0,Clothing
2646,22482,UNOTUX,41.99,Clothing
2647,23620,Mightyskins,9.99,Home
2648,37474,Eddie Bauer,35.0,Clothing
2649,79191D,Rosalind Wheeler,264.3,Office
2650,23522,Hawaii Pharm LLC,249.95,Health
2651,20932,Edwards,29.62,Clothing
2652,35916B,Mightyskins,23.99,Electronics
2653,90133,Teeblox,32.44,Clothing
2655,23487,Business Essentials,29.05,Office
2657,21518,Flexible Magnets,13.99,Office
2658,21063,NEXTMIA,20.98,Clothing
2660,23022,JustVH,9.69,Clothing
2661,84452,Eye Buy Express,19.99,Health
2662,22067,Mightyskins,19.99,Electronics
2663,22496,Eye Buy Express,20.99,Health
2664,35916C,Eye Buy Express,38.99,Health
2665,81952V,Eye Buy Express,41.99,Health
2666,23124,Edwards,29.62,Clothing
2667,85130B,Mightyskins,9.99,Home
2669,21258,MusicBoxAttic,240.99,Jewelry
2670,84674,Jackson Ultima,749.95,Clothing
2671,21129,Style and Apply,69.95,Home
2672,90125B,Stupell Industries,35.99,Home
2673,23324,Awkward Styles,27.95,Clothing
2674,90114,Eye Buy Express,24.99,Health
2675,22044,Edwards,30.85,Clothing
2676,90119,Eye Buy Express,17.99,Health
2677,16168M,Seat Belt Extender Pros,11.98,Auto
2678,84227,DAILY CHEF,18.97,Home
2679,22688,Awkward Styles,27.95,Clothing
2680,16169N,MusicBoxAttic,240.99,Home
2681,21641,Duda Energy,22.75,Home
2682,22256,Nostalgic Warehouse,190.0,Home
2683,84051,Mightyskins,69.99,Sports
2684,82605,Port & Company,15.16,Clothing
2685,20763,Mightyskins,5.99,Electronics
2686,85047,Envelopes.com,208.26,Party
2687,79051A,Mightyskins,9.99,Electronics
2688,35095B,Medi,36.78,Health
2689,22050,Country Brook Design,17.95,Pets
2691,22164,Mightyskins,8.99,Electronics
2692,84809A,Skylinewears,35.99,Clothing
2693,21161,A4 Drop Ship,8.62,Clothing
2694,21106,Mightyskins,6.99,Cell
2695,22445,Style & Apply,19.95,Home
2696,85127,Duda Energy,8.75,Home
2697,90129E,ECR4Kids,229.77,Office
2698,22636,Medi,62.38,Health
2699,84279B,EZAUTOWRAP,263.09,Auto
2700,16216,Style and Apply,49.99,Home
2701,22343,Eye Buy Express,20.99,Health
2702,77101A,Mightyskins,6.99,Cell
2703,17084N,Business Essentials,40.63,Office
2704,47367B,Envelopes.com,188.94,Party
2705,22342,Mightyskins,7.99,Electronics
2706,20755,Ekena Milwork,101.64,Home
2707,84306,Eye Buy Express,25.99,Health
2709,90178B,KATARINA,3425.0,Jewelry
2710,23137,Envelopes.com,575.94,Party
2711,16161U,Style & Apply,29.95,Home
2712,85188A,Style and Apply,59.99,Home
2713,22204,DJI,19.99,Electronics
2716,23047,ITA-MED,53.72,Health
2717,21427,Mightyskins,5.99,Electronics
2718,90180B,Style and Apply,109.99,Home
2719,22512,Eddie Bauer,35.0,Clothing
2720,21666,Ekena Millwork,169.4,Home
2721,21656,Business Essentials,33.58,Office
2722,23524,Shop College Wear,29.99,Sports
2723,84535A,Zack & Zoey,37.89,Pets
2724,84968A,Galaxy by Harvic,11.97,Clothing
2725,21695,Mightyskins,69.99,Sports
2726,21761,Ply Gem,97.63,Home
2727,21054,Eye Buy Express,24.99,Health
2728,84989a,NGS,37.65,Office
2729,84658,Business Essentials,23.9,Office
2731,23644,CHOSEN SUPPLIES,51.9,Household
2732,85159A,Style & Apply,49.95,Home
2733,21721,Medi,110.38,Health
2734,72051S,Mightyskins,23.99,Electronics
2736,35920,Style and Apply,69.99,Home
2737,23336,Holloway,8.99,Clothing
2738,35915B,Mightyskins,39.99,Sports
2739,21633,Edwards,32.56,Clothing
2740,21897,Aerosoles,31.99,Clothing
2741,90025E,Eye Buy Express,19.99,Health
2743,22255,Ekena Milwork,215.56,Home
2744,47594A,Mightyskins,23.99,Electronics
2745,22718,Envelopes.com,60.95,Party
2746,84465,MusicBoxAttic,215.99,Home
2747,85104,Dr. Comfort,139.0,Clothing
2748,21867,Eye Buy Express,25.99,Health
2749,23391,New Way,25.29,Household
2750,35964,Grandeur,400.0,Home
2751,21096,Wrangler,44.99,Clothing
2752,90060F,Mightyskins,29.99,Sports
2753,85036B,Ekena Millwork,97.6,Home
2754,85230B,Ekena Millwork,97.76,Home
2755,90184C,Eye Buy Express,31.99,Health
2756,84754,Eye Buy Express,25.99,Health
2757,21763,Urbane,21.49,Clothing
2758,20866,MusicBoxAttic,215.99,Home
2759,21361,Lantern Press,49.99,Home
2762,22198,Style and Apply,39.95,Home
2763,23305,MusicBoxAttic,215.99,Home
2764,84968D,Eye Buy Express,39.99,Health
2765,90040B,Eye Buy Express,40.99,Health
2766,22954,TREND,11.78,Arts
2767,23066,Zexpa Apparel,14.99,Clothing
2768,84341B,Medi,62.38,Health
2771,22573,MusicBoxAttic,265.99,Home
2772,21333,Mightyskins,34.99,Sports
2773,35638B,Alpinestars,269.95,Auto
2774,22063,Style and Apply,69.99,Home
2775,85025B,NFL Pro Line by Fanatics Branded,54.99,Sports
2776,35651,Medi,87.98,Health
2777,16048,Mightyskins,8.99,Video
2778,21875,MusicBoxAttic,38.99,Office
2779,20654,Galaxy by Harvic,11.97,Clothing
2780,84249A,Mightyskins,6.99,Cell
2781,90115,Mightyskins,5.99,Electronics
2782,22202,AJJ Cornhole,39.99,Sports
2783,84457,Mightyskins,8.99,Electronics
2784,84795B,Sony,1749.0,Electronics
2785,90063A,Eye Buy Express,27.99,Health
2786,21373,Style and Apply,39.95,Home
2787,20778,Mightyskins,12.99,Electronics
2788,90168,MoYo Natural Labs,59.99,Clothing
2789,90214J,Hawaii Pharm LLC,179.95,Health
2790,85088,Awkward Styles,27.95,Clothing
2791,79030G,Style and Apply,109.99,Home
2792,20803,CHAPTER MUSIC,10.76,Music
2793,20701,DazzlingRock,1268.4,Jewelry
2794,90064B,allwitty,17.99,Clothing
2795,22124,Ekena Millwork,114.86,Home
2796,84592,Rialto,55.01,Clothing
2797,21815,Eye Buy Express,23.99,Health
2798,90214F,Eye Buy Express,42.99,Health
2799,84804B,CHOSEN SUPPLIES,40.85,Household
2801,21374,Duda Energy,9.55,Home
2802,21275,MusicBoxAttic,215.99,Home
2803,22855,DateWorks,8.9,Office
2804,37471,KATARINA,3425.0,Jewelry
2805,21088,Medi,36.78,Health
2806,23471,Port & Company,18.72,Clothing
2807,35591T,Eye Buy Express,26.99,Health
2808,23056,Eye Buy Express,23.99,Health
2809,21726,Mightyskins,23.99,Electronics
2810,35965,Schwarzkopf,9.97,Beauty
2811,90147,Omega,21.99,Home
2812,23359,Caroline's Treasures,10.59,Office
2813,16053,Eddie Bauer,30.0,Clothing
2814,20655,Mightyskins,8.99,Video
2815,85195,Duda Energy,6.8,Home
2816,23475,TUMS,37.89,Health
2817,90202B,Skylinewears,35.99,Clothing
2818,23465,HP,2155.0,Electronics
2820,20910,Style and Apply,19.95,Home
2821,23521,Eye Buy Express,29.99,Health
2822,84597B,Mightyskins,19.99,Electronics
2823,35610B,StylesILove,19.79,Clothing
